Id,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
43935,42,Private,445940,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
43936,34,Private,162814,HS-grad,9,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,45,United-States,<=50K
43937,60,Self-emp-inc,336188,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,80,United-States,>50K
43938,18,Private,170183,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
43939,36,State-gov,143385,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
43940,24,Private,197666,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
43941,58,Private,147707,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
43942,31,Private,206512,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K
43943,48,Private,164964,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
43944,33,Private,160784,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43945,61,?,253101,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,24,United-States,<=50K
43946,29,State-gov,95423,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,<=50K
43947,18,Private,212936,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
43948,38,Private,34378,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,<=50K
43949,21,Self-emp-not-inc,99199,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
43950,50,Private,95469,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,45,United-States,>50K
43951,55,Private,197114,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,6,United-States,>50K
43952,50,Self-emp-inc,251240,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
43953,50,Private,485710,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
43954,64,Local-gov,84737,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,35,United-States,>50K
43955,42,State-gov,24264,Some-college,10,Divorced,Transport-moving,Unmarried,White,Male,0,0,38,United-States,<=50K
43956,33,Private,394727,10th,6,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,<=50K
43957,21,Private,518530,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
43958,65,Self-emp-inc,66360,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,6418,0,35,United-States,>50K
43959,51,Local-gov,110327,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
43960,55,Local-gov,37869,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
43961,33,Private,133278,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
43962,36,Private,326886,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43963,44,Private,111275,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,56,United-States,<=50K
43964,29,Private,134890,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
43965,30,Private,189620,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Poland,<=50K
43966,33,Private,121195,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Other,Male,0,0,50,United-States,<=50K
43967,26,Private,167350,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
43968,65,Private,361721,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,<=50K
43969,42,Private,296982,Some-college,10,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,<=50K
43970,45,Private,170099,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
43971,66,?,175891,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
43972,35,Private,54317,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K
43973,55,Local-gov,133201,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
43974,40,Self-emp-inc,193524,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
43975,17,Private,195505,10th,6,Never-married,Sales,Own-child,White,Male,0,0,5,United-States,<=50K
43976,52,Private,146567,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,14344,0,40,United-States,>50K
43977,32,Private,227669,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K
43978,26,Private,151551,Some-college,10,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,2597,0,48,United-States,<=50K
43979,46,Private,205100,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K
43980,41,Private,58124,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
43981,51,Private,201127,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
43982,45,Self-emp-inc,120131,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
43983,61,Private,128848,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3471,0,40,United-States,<=50K
43984,32,State-gov,206051,Some-college,10,Married-spouse-absent,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
43985,38,Self-emp-inc,159179,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
43986,35,Self-emp-not-inc,230268,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
43987,25,Private,153841,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
43988,24,State-gov,184216,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
43989,18,Private,266287,12th,8,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
43990,41,Private,154076,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
43991,39,Private,176335,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,65,United-States,>50K
43992,40,Local-gov,33155,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
43993,61,Federal-gov,181081,HS-grad,9,Divorced,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
43994,40,State-gov,150533,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
43995,30,Private,177304,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
43996,41,Federal-gov,219155,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,India,>50K
43997,19,Private,237848,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,3,United-States,<=50K
43998,49,Private,188515,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
43999,32,Self-emp-not-inc,115066,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
44000,23,Private,33423,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
44001,26,Private,203777,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,37,United-States,<=50K
44002,60,Private,389254,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
44003,19,Private,243941,Some-college,10,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Female,0,1721,25,United-States,<=50K
44004,19,?,220517,Some-college,10,Never-married,?,Own-child,White,Female,0,0,35,United-States,<=50K
44005,27,Private,232782,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
44006,46,Self-emp-not-inc,119944,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
44007,44,Private,224658,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
44008,38,State-gov,107164,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
44009,79,Private,333230,HS-grad,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,6,United-States,<=50K
44010,34,Private,213226,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,>50K
44011,46,Private,185041,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
44012,40,Private,123306,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44013,60,Private,43235,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
44014,22,Private,58916,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
44015,34,Private,117963,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
44016,33,Self-emp-not-inc,109959,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,<=50K
44017,41,Local-gov,343079,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1740,20,United-States,<=50K
44018,60,Private,31577,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
44019,23,State-gov,33551,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,38,United-States,<=50K
44020,46,Private,306183,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,37,United-States,<=50K
44021,48,Private,401333,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
44022,48,Private,216214,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44023,38,Self-emp-inc,244803,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1485,60,Cuba,>50K
44024,41,Private,204682,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,2174,0,40,Japan,<=50K
44025,46,Local-gov,121124,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,40,United-States,>50K
44026,42,Private,344624,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,50,United-States,>50K
44027,64,Private,159715,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
44028,41,Self-emp-not-inc,141327,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
44029,35,Private,341102,9th,5,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
44030,26,Private,94392,11th,7,Separated,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
44031,53,Private,229465,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
44032,26,Private,192208,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Female,0,0,32,United-States,<=50K
44033,31,Local-gov,206609,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
44034,68,Self-emp-not-inc,234859,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K
44035,29,Private,138537,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
44036,47,Private,201865,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
44037,32,Private,391874,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44038,28,Local-gov,185647,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,<=50K
44039,63,Self-emp-not-inc,167501,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,10,United-States,>50K
44040,34,Private,153326,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44041,62,Self-emp-not-inc,159939,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
44042,29,Private,144259,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,4386,0,80,?,>50K
44043,30,Private,147921,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States,<=50K
44044,60,Private,170310,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
44045,28,?,113635,11th,7,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
44046,48,Private,39986,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
44047,21,Private,180339,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
44048,29,Private,40083,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Canada,<=50K
44049,33,Private,105370,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,<=50K
44050,42,Private,102085,HS-grad,9,Divorced,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
44051,35,State-gov,237873,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
44052,52,Private,99307,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,3103,0,48,United-States,>50K
44053,24,?,112683,HS-grad,9,Never-married,?,Not-in-family,White,Female,0,0,32,United-States,<=50K
44054,29,Private,154017,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,10,United-States,<=50K
44055,47,State-gov,199512,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
44056,28,Self-emp-not-inc,51461,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
44057,19,Private,35865,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States,<=50K
44058,25,Private,69413,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
44059,23,?,148751,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,35,United-States,<=50K
44060,30,Local-gov,44566,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
44061,56,Private,189975,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,60,United-States,>50K
44062,19,State-gov,194260,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K
44063,35,Private,225330,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44064,20,Private,271379,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
44065,20,Private,211968,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
44066,35,Private,89559,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,<=50K
44067,50,Private,89534,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44068,27,State-gov,192257,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,2174,0,40,United-States,<=50K
44069,39,Private,225544,12th,8,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
44070,19,Federal-gov,234151,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
44071,61,?,198542,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K
44072,27,Private,37599,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,<=50K
44073,59,Private,43221,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
44074,30,Federal-gov,314310,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
44075,50,Private,228057,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
44076,36,Federal-gov,192443,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,13550,0,40,United-States,>50K
44077,60,Private,252413,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,32,United-States,>50K
44078,45,Self-emp-inc,181307,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,43,United-States,>50K
44079,25,Private,404616,Masters,14,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,0,0,99,United-States,>50K
44080,19,Private,184737,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,1721,40,United-States,<=50K
44081,53,Private,231919,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
44082,56,Private,182460,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
44083,38,Private,111398,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
44084,30,Private,162623,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
44085,41,Private,92775,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
44086,37,Private,233490,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
44087,26,Self-emp-inc,109240,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
44088,47,Self-emp-not-inc,88500,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
44089,29,Private,337693,5th-6th,3,Never-married,Other-service,Own-child,White,Female,0,0,40,El-Salvador,<=50K
44090,49,Self-emp-not-inc,117634,Some-college,10,Widowed,Craft-repair,Unmarried,White,Female,0,0,30,United-States,<=50K
44091,61,?,202106,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,1902,40,United-States,>50K
44092,36,Private,102864,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
44093,46,Private,133616,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
44094,59,Local-gov,50929,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
44095,36,Self-emp-not-inc,20333,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,7688,0,40,United-States,>50K
44096,32,Private,83253,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
44097,64,Self-emp-not-inc,113929,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
44098,33,Private,248584,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
44099,37,Private,117381,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,80,United-States,>50K
44100,59,Private,279232,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
44101,24,Private,176389,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44102,18,Private,201901,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,1719,15,United-States,<=50K
44103,34,State-gov,177331,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,4386,0,40,United-States,>50K
44104,49,?,261059,10th,6,Separated,?,Own-child,White,Male,2176,0,40,United-States,<=50K
44105,41,Private,227968,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,35,Haiti,>50K
44106,47,Private,165937,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
44107,48,Private,109421,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
44108,26,Private,173593,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,Canada,<=50K
44109,20,Private,91939,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1721,30,United-States,<=50K
44110,46,Private,377401,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,70,Canada,>50K
44111,17,?,371316,10th,6,Never-married,?,Own-child,White,Male,0,0,25,United-States,<=50K
44112,33,Self-emp-inc,239018,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
44113,54,Private,206369,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,50,United-States,>50K
44114,37,Private,333651,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,<=50K
44115,53,Private,104879,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
44116,42,Self-emp-not-inc,89942,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44117,46,Local-gov,140219,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,55,United-States,>50K
44118,32,Private,27051,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,<=50K
44119,60,Private,355865,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
44120,44,Private,139338,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,<=50K
44121,37,Private,324947,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
44122,58,Private,293399,11th,7,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
44123,28,Private,167336,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
44124,40,Private,45687,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,4787,0,50,United-States,>50K
44125,32,Private,37070,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
44126,36,Private,148581,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
44127,25,Private,129784,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
44128,31,Local-gov,381153,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,56,United-States,>50K
44129,17,Private,226717,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
44130,61,Local-gov,95450,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,>50K
44131,23,Private,160968,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,<=50K
44132,39,Self-emp-not-inc,109766,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
44133,45,Private,168283,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
44134,34,Private,55717,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50,United-States,>50K
44135,19,Private,145844,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
44136,33,Private,348152,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44137,34,Private,316470,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
44138,37,Private,227545,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
44139,28,?,424884,10th,6,Separated,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
44140,28,Private,72443,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,1669,60,United-States,<=50K
44141,50,Private,143953,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
44142,33,Self-emp-not-inc,249249,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
44143,19,?,145234,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
44144,43,Private,162108,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44145,33,Federal-gov,159548,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
44146,20,?,203353,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
44147,51,Self-emp-not-inc,155963,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K
44148,32,Private,211743,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
44149,60,Private,80574,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K
44150,60,Local-gov,138502,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,48,United-States,>50K
44151,32,State-gov,169583,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,<=50K
44152,37,Private,172232,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
44153,26,Private,222539,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44154,36,Private,356824,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
44155,29,Private,354558,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
44156,52,Private,117674,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
44157,50,Private,166565,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
44158,45,State-gov,199326,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
44159,30,Private,79448,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,10,United-States,<=50K
44160,51,Private,282744,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Canada,<=50K
44161,19,Private,146679,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,30,United-States,<=50K
44162,23,Private,84648,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
44163,34,Local-gov,177675,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
44164,40,Private,82161,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
44165,31,Private,188246,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
44166,32,Private,144064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K
44167,21,?,180339,Some-college,10,Never-married,?,Own-child,White,Female,0,0,25,United-States,<=50K
44168,28,Private,205337,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
